id,room_type,n_beds,n_baths,is_bath_shared,bnb_house
18469,1 bedroom,1,1,False,43054170
18470,1 bedroom,1,1,False,43032925
18471,1 bedroom,1,1,False,43061729
18472,1 bedroom,1,,True,43033010
18473,Studio,0,1,False,43070436
18474,3 bedrooms,3,1.5,False,43034073
18475,3 bedrooms,3,,True,43034137
18476,1 bedroom,1,1,False,43072325
18477,2 bedrooms,2,1,False,43034172
18478,Studio,1,1,False,43077519
18479,1 bedroom,1,,True,43077828
18480,1 bedroom,1,,True,43176850
18481,1 bedroom,1,,True,43080604
18482,1 bedroom,1,,False,43177809
18483,1 bedroom,1,,False,43095223
18484,2 bedrooms,2,1,False,43178622
18485,1 bedroom,1,,True,43095664
18486,2 bedrooms,2,1,False,43096646
18487,2 bedrooms,2,,False,43185743
18488,Studio,1,1,False,43096684
18489,1 bedroom,1,1,False,43189098
18490,2 bedrooms,2,1,False,43097106
18491,2 bedrooms,2,1,False,43197566
18492,2 bedrooms,2,1.5,False,43098254
18493,4 bedrooms,4,3,False,43203702
18494,1 bedroom,1,1,False,43098968
18495,1 bedroom,1,,True,43203751
18496,1 bedroom,1,1,False,43099620
18497,2 bedrooms,2,2,False,43100348
18498,1 bedroom,1,1,False,43100915
18499,Studio,1,1,False,43207089
18500,2 bedrooms,2,1,False,43207235
18501,3 bedrooms,3,2,False,43103592
18502,1 bedroom,1,,True,43211440
18503,1 bedroom,1,,True,43211533
18504,1 bedroom,1,1,False,43103808
18505,1 bedroom,1,,True,43211635
18506,1 bedroom,1,,True,43104815
18507,1 bedroom,1,,True,43211802
18508,1 bedroom,1,,True,43104937
18509,1 bedroom,1,,True,43212312
18510,2 bedrooms,2,2,False,43105936
18511,1 bedroom,1,1,False,43106068
18512,1 bedroom,1,,True,43212398
18513,1 bedroom,1,,True,43212460
18514,1 bedroom,1,1,False,43106069
18515,1 bedroom,1,1,False,43106070
18516,1 bedroom,1,,True,43212502
18517,1 bedroom,1,1,False,43106544
18518,1 bedroom,1,1,False,43213162
18519,1 bedroom,1,1,False,43106565
18520,1 bedroom,1,1,False,43106566
18521,1 bedroom,1,1,False,43218562
18522,1 bedroom,1,1,False,43106569
18523,1 bedroom,1,,True,43219382
18524,1 bedroom,1,,True,43108992
18525,1 bedroom,1,,True,43219683
18526,1 bedroom,1,,True,43219834
18527,1 bedroom,1,,True,43111767
18528,1 bedroom,1,,True,43220180
18529,3 bedrooms,3,2,False,43117248
18530,1 bedroom,1,,True,43220251
18531,1 bedroom,1,,True,43220282
18532,1 bedroom,1,1,False,43118370
18533,1 bedroom,1,,True,43220422
18534,1 bedroom,1,1,False,43118568
18535,1 bedroom,1,1,False,43220447
18536,1 bedroom,1,1,False,43118570
18537,1 bedroom,1,1,False,43118576
18538,2 bedrooms,2,2,False,43221088
18539,1 bedroom,1,,True,43222663
18540,1 bedroom,1,1,False,43118578
18541,1 bedroom,1,1,False,43230953
18542,1 bedroom,1,1,False,43118939
18543,1 bedroom,1,1,False,43118946
18544,1 bedroom,1,1,False,43118961
18545,1 bedroom,1,,True,43231672
18546,1 bedroom,1,,True,43123958
18547,Studio,2,1,False,43239496
18548,1 bedroom,1,1,False,43245711
18549,Studio,1,1,False,43245957
18550,1 bedroom,1,,False,43125802
18551,1 bedroom,1,1,False,43246368
18552,2 bedrooms,2,1,False,43126400
18553,2 bedrooms,2,1,False,43247671
18554,1 bedroom,1,,True,43131145
18555,1 bedroom,1,,True,43131415
18556,1 bedroom,1,,True,43251184
18557,1 bedroom,1,,True,43131502
18558,1 bedroom,1,,True,43251246
18559,1 bedroom,1,,True,43132765
18560,1 bedroom,1,,True,43251356
18561,Studio,1,1,False,43141206
18562,1 bedroom,1,,True,43251455
18563,2 bedrooms,2,1,False,43141223
18564,1 bedroom,1,,True,43251517
18565,1 bedroom,1,,True,43143734
18566,1 bedroom,1,,True,43251603
18567,1 bedroom,1,,True,43147211
18568,1 bedroom,1,,True,43251669
18569,1 bedroom,1,,True,43251732
18570,3 bedrooms,3,2,False,43147403
18571,1 bedroom,1,1,False,43148901
18572,1 bedroom,1,,True,43255573
18573,1 bedroom,1,1,False,43256777
18574,1 bedroom,1,1,False,43149336
18575,1 bedroom,1,1,False,43256993
18576,1 bedroom,1,,True,43150235
18577,2 bedrooms,2,1.5,False,43259385
18578,1 bedroom,1,,False,43150520
18579,1 bedroom,1,1,False,43152182
18580,Studio,1,1,False,43264586
18581,2 bedrooms,2,2,False,43157624
18582,2 bedrooms,2,1,False,43158150
18583,Studio,1,,False,43265776
18584,1 bedroom,1,1,False,43161885
18585,1 bedroom,1,,True,43265806
18586,1 bedroom,1,1,False,43163186
18587,1 bedroom,1,1,False,43266587
18588,Studio,1,1,False,43164910
18589,3 bedrooms,3,1,False,43170046
18590,Studio,1,1,False,43267312
18591,Studio,1,,False,43267372
18592,1 bedroom,1,,True,43174785
18593,Studio,1,1,False,43268186
18594,1 bedroom,1,,True,43174844
18595,Studio,1,1,False,43268369
18596,Studio,1,1,False,43311037
18597,2 bedrooms,2,1,False,43269018
18598,2 bedrooms,2,1,False,43269240
18599,Studio,1,1,False,43311186
18600,2 bedrooms,2,1,False,43269341
18601,Studio,1,1,False,43311252
18602,Studio,1,1,False,43311287
18603,Studio,1,1,False,43311320
18604,1 bedroom,1,1,False,43270798
18605,Studio,1,1,False,43311409
18606,1 bedroom,1,1,False,43271004
18607,1 bedroom,1,,True,43275029
18608,Studio,1,1,False,43315188
18609,Studio,2,1,False,43275110
18610,Studio,1,1,False,43315235
18611,1 bedroom,1,,False,43315319
18612,Studio,1,1,False,43315428
18613,2 bedrooms,2,2,False,43277508
18614,Studio,1,1,False,43315455
18615,1 bedroom,1,,True,43278897
18616,Studio,1,1,False,43315528
18617,1 bedroom,1,,True,43284426
18618,Studio,1,1,False,43315639
18619,9 bedrooms,9,6,False,43315653
18620,1 bedroom,1,1,False,43285857
18621,2 bedrooms,2,1,False,43286413
18622,1 bedroom,1,1,False,43316108
18623,Studio,2,1,False,43289906
18624,1 bedroom,1,1,False,43317855
18625,1 bedroom,1,,True,43292248
18626,1 bedroom,1,,False,43292505
18627,1 bedroom,1,,True,43317941
18628,2 bedrooms,2,1,False,43292588
18629,1 bedroom,1,1,False,43319281
18630,1 bedroom,1,,True,43293457
18631,2 bedrooms,2,1,False,43322738
18632,Studio,1,1,False,43297952
18633,2 bedrooms,2,2,False,43324727
18634,4 bedrooms,4,2,False,43298227
18635,1 bedroom,1,1,False,43303056
18636,1 bedroom,1,1,False,43328672
18637,1 bedroom,1,1,False,43330828
18638,Studio,1,1,False,43310098
18639,3 bedrooms,3,2,False,43334707
18640,Studio,1,1,False,43310157
18641,Studio,1,1,False,43310180
18642,Studio,0,1,False,43310255
18643,1 bedroom,1,1,False,43336316
18644,Studio,1,1,False,43310301
18645,1 bedroom,1,,True,43348178
18646,Studio,2,1,False,43310621
18647,Studio,1,1,False,43310986
18648,Studio,1,1,False,43311009
18649,1 bedroom,1,1,False,43354556
18650,Studio,1,1,False,43355067
18651,1 bedroom,1,1,False,43431973
18652,1 bedroom,1,,True,43356178
18653,1 bedroom,1,1,False,43357020
18654,1 bedroom,1,,True,43357084
18655,2 bedrooms,2,1,False,43433217
18656,2 bedrooms,2,2,False,43358518
18657,1 bedroom,1,1,False,43434011
18658,1 bedroom,1,1,False,43364918
18659,1 bedroom,1,,True,43366290
18660,2 bedrooms,2,1,False,43437306
18661,1 bedroom,1,,True,43366319
18662,Studio,1,1.5,False,43439113
18663,Studio,1,1,False,43440132
18664,1 bedroom,1,,True,43366369
18665,1 bedroom,1,1,False,43441690
18666,1 bedroom,1,1.5,False,43366401
18667,1 bedroom,1,1,False,43443260
18668,1 bedroom,1,,True,43444099
18669,1 bedroom,1,,True,43366411
18670,1 bedroom,1,,True,43366638
18671,2 bedrooms,2,,False,43367510
18672,2 bedrooms,2,1,False,43449275
18673,1 bedroom,1,1,False,43371304
18674,1 bedroom,1,,True,43450191
18675,1 bedroom,1,,True,43374884
18676,3 bedrooms,3,2,False,43451168
18677,1 bedroom,1,,True,43374916
18678,1 bedroom,1,1,False,43451371
18679,1 bedroom,1,,True,43374989
18680,1 bedroom,1,,True,43375362
18681,1 bedroom,1,1,False,43452122
18682,1 bedroom,1,,True,43375428
18683,1 bedroom,1,,True,43375476
18684,1 bedroom,1,,True,43375507
18685,1 bedroom,1,,True,43375941
18686,1 bedroom,1,,True,43376016
18687,3 bedrooms,3,,True,43452838
18688,1 bedroom,1,1,False,43457055
18689,1 bedroom,1,,True,43379017
18690,1 bedroom,1,1,False,43458250
18691,3 bedrooms,3,2,False,43379173
18692,1 bedroom,1,,True,43381880
18693,1 bedroom,1,1,False,43458806
18694,1 bedroom,1,,True,43381881
18695,2 bedrooms,2,1,False,43465256
18696,1 bedroom,1,1,False,43383021
18697,2 bedrooms,2,1,False,43466729
18698,1 bedroom,1,1,False,43387363
18699,1 bedroom,1,1,False,43468359
18700,1 bedroom,1,,True,43387965
18701,1 bedroom,1,1,False,43470278
18702,1 bedroom,1,,True,43388049
18703,1 bedroom,1,,True,43388055
18704,1 bedroom,1,,True,43388103
18705,1 bedroom,1,1,False,43473890
18706,1 bedroom,1,1,False,43476086
18707,1 bedroom,1,,True,43388163
18708,3 bedrooms,3,1,False,43476909
18709,1 bedroom,1,,True,43388308
18710,1 bedroom,1,,False,43477970
18711,1 bedroom,1,,True,43388608
18712,1 bedroom,1,1,False,43478459
18713,2 bedrooms,2,1.5,False,43390534
18714,1 bedroom,1,,True,43391847
18715,1 bedroom,1,1,False,43479666
18716,2 bedrooms,2,,True,43485895
18717,1 bedroom,1,,True,43391893
18718,1 bedroom,1,,True,43391960
18719,3 bedrooms,3,1,False,43485988
18720,1 bedroom,1,,True,43391999
18721,2 bedrooms,2,1,False,43395757
18722,Studio,1,1,False,43485997
18723,Studio,1,1,False,43488465
18724,1 bedroom,1,1,False,43397118
18725,1 bedroom,1,,False,43405197
18726,2 bedrooms,2,1,False,43495869
18727,1 bedroom,1,1,False,43410866
18728,1 bedroom,1,,True,43497107
18729,2 bedrooms,2,2,False,43411687
18730,1 bedroom,1,,True,43497512
18731,1 bedroom,1,,True,43414113
18732,1 bedroom,1,1,False,43414704
18733,2 bedrooms,2,1,False,43498379
18734,1 bedroom,1,,True,43414727
18735,1 bedroom,1,,False,43498999
18736,1 bedroom,1,,True,43414885
18737,1 bedroom,1,,True,43414928
18738,1 bedroom,1,,True,43416025
18739,Studio,1,1,False,43499730
18740,1 bedroom,1,,True,43420963
18741,Studio,1,0,False,43500300
18742,1 bedroom,1,1,False,43509173
18743,1 bedroom,1,1,False,43421180
18744,2 bedrooms,2,1,False,43510030
18745,2 bedrooms,2,1,False,43422411
18746,1 bedroom,1,,True,43518331
18747,2 bedrooms,2,1,False,43423542
18748,1 bedroom,1,,True,43423642
18749,1 bedroom,1,1,False,43524640
18750,1 bedroom,1,1,False,43525694
18751,3 bedrooms,3,2,False,43424333
18752,1 bedroom,1,,False,43425023
18753,1 bedroom,1,1,False,43425402
18754,1 bedroom,1,2,False,43525863
18755,1 bedroom,1,1.5,False,43642904
18756,2 bedrooms,2,2.5,False,43526370
18757,1 bedroom,1,1,False,43530040
18758,1 bedroom,1,,False,43530332
18759,2 bedrooms,2,1,False,43652025
18760,1 bedroom,1,,True,43535742
18761,1 bedroom,1,,True,43536394
18762,1 bedroom,1,1,False,43652168
18763,2 bedrooms,2,1,False,43537431
18764,1 bedroom,1,1,False,43652436
18765,1 bedroom,1,1,False,43654099
18766,2 bedrooms,2,1,False,43542791
18767,1 bedroom,1,,True,43654617
18768,1 bedroom,1,1,False,43656521
18769,1 bedroom,1,1,False,43544781
18770,1 bedroom,1,2,False,43659992
18771,Studio,1,1,False,43544810
18772,1 bedroom,1,1.5,False,43661875
18773,2 bedrooms,2,1,False,43547014
18774,1 bedroom,1,,True,43667522
18775,1 bedroom,1,,True,43667606
18776,1 bedroom,1,,True,43547178
18777,1 bedroom,1,,True,43667729
18778,3 bedrooms,3,1,False,43667745
18779,2 bedrooms,2,1,False,43547204
18780,1 bedroom,1,,True,43667881
18781,1 bedroom,1,,True,43668194
18782,1 bedroom,1,1,False,43553341
18783,1 bedroom,1,,True,43668278
18784,2 bedrooms,2,1,False,43558157
18785,1 bedroom,1,,True,43668339
18786,Studio,2,1,False,43669374
18787,1 bedroom,1,,False,43558333
18788,1 bedroom,1,,True,43669769
18789,4 bedrooms,4,3.5,False,43558511
18790,2 bedrooms,2,1,False,43685703
18791,1 bedroom,1,,True,43558653
18792,Studio,3,1,False,43688142
18793,1 bedroom,1,,True,43558836
18794,1 bedroom,1,1,False,43689646
18795,1 bedroom,1,1,False,43558967
18796,1 bedroom,1,1,False,43691688
18797,1 bedroom,1,1,False,43568549
18798,1 bedroom,1,,True,43569876
18799,1 bedroom,1,1,False,43699905
18800,2 bedrooms,2,,False,43576862
18801,Studio,3,1,False,43701283
18802,Studio,1,,True,43577180
18803,4 bedrooms,4,4.5,False,43578161
18804,1 bedroom,1,1,False,43701555
18805,Studio,3,1,False,43703359
18806,1 bedroom,1,0.5,False,43714286
18807,Studio,1,1,False,43591709
18808,3 bedrooms,3,1.5,False,43596290
18809,1 bedroom,1,,True,43714727
18810,1 bedroom,1,,True,43600688
18811,2 bedrooms,2,1,False,43715171
18812,1 bedroom,1,,True,43602072
18813,1 bedroom,1,,True,43716361
18814,2 bedrooms,2,1,False,43604419
18815,1 bedroom,1,,False,43605445
18816,1 bedroom,1,1,False,43716972
18817,1 bedroom,1,,True,43605509
18818,1 bedroom,1,1,False,43720417
18819,1 bedroom,1,1,False,43608063
18820,Studio,1,1,False,43723972
18821,1 bedroom,1,,True,43609152
18822,2 bedrooms,2,2,False,43725737
18823,2 bedrooms,2,1,False,43727448
18824,1 bedroom,1,,True,43611951
18825,1 bedroom,1,1,False,43730511
18826,1 bedroom,1,,False,43612639
18827,Studio,3,1,False,43731306
18828,1 bedroom,1,1,False,43738037
18829,1 bedroom,1,,True,43614309
18830,4 bedrooms,4,3.5,False,43615808
18831,2 bedrooms,2,2,False,43741958
18832,1 bedroom,1,,True,43742522
18833,2 bedrooms,2,1,False,43622236
18834,1 bedroom,1,1,False,43743629
18835,2 bedrooms,2,1,False,43626965
18836,3 bedrooms,3,2,False,43637634
18837,1 bedroom,1,,True,43744465
18838,1 bedroom,1,,True,43848101
18839,2 bedrooms,2,1,False,43744716
18840,1 bedroom,1,,True,43856156
18841,1 bedroom,1,1,False,43745701
18842,1 bedroom,1,,True,43860696
18843,1 bedroom,1,1,False,43747226
18844,1 bedroom,1,,True,43861958
18845,Studio,1,1,False,43749311
18846,1 bedroom,1,,True,43862488
18847,1 bedroom,1,1,False,43751271
18848,1 bedroom,1,,True,43869863
18849,1 bedroom,1,1,False,43753276
18850,2 bedrooms,2,,True,43756020
18851,1 bedroom,1,1,False,43871113
18852,2 bedrooms,2,1,False,43757883
18853,1 bedroom,1,,False,43876891
18854,1 bedroom,1,,True,43759001
18855,1 bedroom,1,,True,43766248
18856,1 bedroom,1,,True,43769019
18857,1 bedroom,1,,True,43878655
18858,1 bedroom,1,,True,43769713
18859,1 bedroom,1,,True,43878868
18860,4 bedrooms,4,,True,43770316
18861,1 bedroom,1,,False,43882478
18862,Studio,2,1,False,43777456
18863,1 bedroom,1,1.5,False,43883517
18864,1 bedroom,1,,True,43887651
18865,1 bedroom,1,1,False,43777496
18866,2 bedrooms,2,2,False,43888356
18867,Studio,2,1,False,43894383
18868,2 bedrooms,2,2,False,43785452
18869,Studio,2,1,False,43895124
18870,1 bedroom,1,1,False,43785672
18871,1 bedroom,1,1,False,43898866
18872,1 bedroom,1,,True,43785924
18873,Studio,1,,True,43905357
18874,1 bedroom,1,1,False,43787640
18875,Studio,1,1,False,43906458
18876,1 bedroom,1,,True,43787927
18877,Studio,3,1,False,43909068
18878,1 bedroom,1,,True,43788121
18879,Studio,1,1,False,43909885
18880,3 bedrooms,3,2,False,43788419
18881,2 bedrooms,2,1,False,43911773
18882,1 bedroom,1,,True,43922156
18883,Studio,1,1,False,43928714
18884,2 bedrooms,2,1.5,False,43929087
18885,Studio,1,1,False,43790037
18886,1 bedroom,1,1,False,43929508
18887,1 bedroom,1,,True,43803118
18888,1 bedroom,1,,True,43931225
18889,1 bedroom,1,,True,43931448
18890,1 bedroom,1,1,False,43803619
18891,1 bedroom,1,,True,43931518
18892,2 bedrooms,2,1,False,43804955
18893,1 bedroom,1,,True,43932082
18894,1 bedroom,1,,True,43806992
18895,1 bedroom,1,,False,43937175
18896,1 bedroom,1,,False,43807300
18897,Studio,3,1,False,43939694
18898,1 bedroom,1,1,False,43813121
18899,2 bedrooms,2,1,False,43814549
18900,Studio,1,1,False,43946617
18901,1 bedroom,1,,True,43817473
18902,1 bedroom,1,,True,43820337
18903,3 bedrooms,3,2,False,43947542
18904,1 bedroom,1,1,False,43954469
18905,1 bedroom,1,,True,43820586
18906,Studio,2,1,False,43956052
18907,1 bedroom,1,,True,43956496
18908,1 bedroom,1,,True,43821239
18909,1 bedroom,1,1,False,43957282
18910,2 bedrooms,2,1,False,43822047
18911,Studio,3,1,False,43959626
18912,Studio,2,1,False,43826102
18913,3 bedrooms,3,2,False,43831018
18914,1 bedroom,1,,True,43959641
18915,2 bedrooms,2,1,False,43834804
18916,1 bedroom,1,,True,43961545
18917,1 bedroom,1,1,False,43969268
18918,2 bedrooms,2,1.5,False,43843432
18919,Studio,2,,False,43844044
18920,1 bedroom,1,1,False,43969564
18921,1 bedroom,1,2,False,43846580
18922,1 bedroom,1,1,False,43977634
18923,1 bedroom,1,,True,43986314
18924,1 bedroom,1,,True,43847085
18925,1 bedroom,1,,True,43986380
18926,1 bedroom,1,,True,43986438
18927,1 bedroom,1,,True,43986573
18928,Studio,1,1,False,44079687
18929,1 bedroom,1,,True,43997163
18930,1 bedroom,1,,True,44086561
18931,1 bedroom,1,,False,43998221
18932,Studio,3,1,False,43999770
18933,2 bedrooms,2,1,False,44088976
18934,1 bedroom,1,1,False,44098704
18935,1 bedroom,1,,True,44000458
18936,1 bedroom,1,1.5,False,44098840
18937,Studio,1,1,False,44004064
18938,2 bedrooms,2,2,False,44101621
18939,2 bedrooms,2,1,False,44004162
18940,1 bedroom,1,1,False,44004265
18941,1 bedroom,1,,True,44103415
18942,Studio,1,1,False,44010527
18943,Studio,1,1,False,44109912
18944,1 bedroom,1,,True,44012173
18945,2 bedrooms,2,1,False,44118529
18946,1 bedroom,1,,True,44012767
18947,1 bedroom,1,,True,44121858
18948,1 bedroom,1,,True,44014632
18949,2 bedrooms,2,2,False,44148869
18950,1 bedroom,1,,True,44014809
18951,1 bedroom,1,1,False,44149100
18952,1 bedroom,1,,True,44154506
18953,Studio,1,1,False,44015851
18954,1 bedroom,1,,True,44154818
18955,1 bedroom,1,1,False,44019886
18956,3 bedrooms,3,2,False,44164449
18957,1 bedroom,1,1,False,44020205
18958,3 bedrooms,3,2,False,44166880
18959,1 bedroom,1,2,False,44020492
18960,1 bedroom,1,,True,44032314
18961,1 bedroom,1,0,False,44171339
18962,1 bedroom,1,,True,44032673
18963,1 bedroom,1,,True,44179445
18964,Studio,2,1,False,44032999
18965,Studio,3,1,False,44033270
18966,2 bedrooms,2,1,False,44180343
18967,1 bedroom,1,1.5,False,44182770
18968,1 bedroom,1,1,False,44033325
18969,2 bedrooms,2,1,False,44183108
18970,1 bedroom,1,1,False,44033794
18971,3 bedrooms,3,1,False,44034872
18972,1 bedroom,1,1,False,44186033
18973,1 bedroom,1,1,False,44035120
18974,2 bedrooms,2,1,False,44189059
18975,2 bedrooms,2,1,False,44189839
18976,3 bedrooms,3,1,False,44035515
18977,1 bedroom,1,1,False,44189936
18978,1 bedroom,1,,True,44040169
18979,1 bedroom,1,1,False,44191733
18980,Studio,1,1,False,44040868
18981,Studio,1,1,False,44042200
18982,Studio,1,1,False,44043326
18983,2 bedrooms,2,2,False,44192923
18984,1 bedroom,1,1,False,44197064
18985,2 bedrooms,2,2,False,44048372
18986,2 bedrooms,2,1,False,44203850
18987,Studio,1,1,False,44049457
18988,1 bedroom,1,,True,44058636
18989,1 bedroom,1,1,False,44211352
18990,3 bedrooms,3,1,False,44059368
18991,1 bedroom,1,,True,44223269
18992,1 bedroom,1,1.5,False,44059834
18993,Studio,1,1,False,44063431
18994,1 bedroom,1,,True,44068157
18995,1 bedroom,1,1,False,44233789
18996,1 bedroom,1,1,False,44072324
18997,1 bedroom,1,,True,44242486
18998,1 bedroom,1,,True,44242998
18999,1 bedroom,1,,True,44393462
19000,1 bedroom,1,,True,44243762
19001,1 bedroom,1,,True,44394499
19002,1 bedroom,1,,True,44244355
19003,1 bedroom,1,,True,44394628
19004,1 bedroom,1,,True,44394849
19005,1 bedroom,1,,True,44244747
19006,2 bedrooms,2,1,False,44247266
19007,2 bedrooms,2,1.5,False,44397304
19008,1 bedroom,1,1,False,44248261
19009,1 bedroom,1,,True,44249049
19010,1 bedroom,1,,True,44402774
19011,1 bedroom,1,1,False,44250191
19012,1 bedroom,1,,True,44251069
19013,1 bedroom,1,1,False,44403320
19014,2 bedrooms,2,1,False,44412244
19015,1 bedroom,1,,True,44251682
19016,1 bedroom,1,1,False,44415270
19017,1 bedroom,1,,True,44260623
19018,1 bedroom,1,,True,44260862
19019,2 bedrooms,2,2,False,44415969
19020,1 bedroom,1,1,False,44416142
19021,4 bedrooms,4,,True,44261042
19022,2 bedrooms,2,2,False,44418054
19023,2 bedrooms,2,2,False,44261171
19024,Studio,1,1,False,44427742
19025,1 bedroom,1,,False,44432970
19026,1 bedroom,1,1,False,44261202
19027,1 bedroom,1,,True,44261212
19028,4 bedrooms,4,,True,44261599
19029,1 bedroom,1,,True,44433391
19030,1 bedroom,1,1,False,44434069
19031,1 bedroom,1,,True,44262107
19032,1 bedroom,1,,True,44434505
19033,1 bedroom,1,1,False,44275360
19034,1 bedroom,1,,True,44435099
19035,1 bedroom,1,,True,44440915
19036,3 bedrooms,3,2,False,44277610
19037,Studio,3,1,False,44281187
19038,1 bedroom,1,1,False,44443829
19039,1 bedroom,1,,False,44282642
19040,2 bedrooms,2,1,False,44283460
19041,4 bedrooms,4,2,False,44448391
19042,2 bedrooms,2,1,False,44288421
19043,1 bedroom,1,,True,44448503
19044,1 bedroom,1,,True,44452548
19045,1 bedroom,1,1,False,44289364
19046,1 bedroom,1,1,False,44303056
19047,1 bedroom,1,,True,44461172
19048,1 bedroom,1,,True,44303641
19049,Studio,3,1,False,44461963
19050,5 bedrooms,5,3,False,44304828
19051,1 bedroom,1,1,False,44462674
19052,Studio,4,1,False,44320456
19053,1 bedroom,1,1,False,44320572
19054,4 bedrooms,4,4,False,44463474
19055,3 bedrooms,3,3,False,44463882
19056,1 bedroom,1,1,False,44321572
19057,Studio,2,1,False,44463986
19058,1 bedroom,1,2,False,44464045
19059,1 bedroom,1,,True,44321778
19060,3 bedrooms,3,1.5,False,44322571
19061,1 bedroom,1,,True,44465355
19062,5 bedrooms,5,4,False,44465405
19063,1 bedroom,1,,True,44322911
19064,2 bedrooms,2,1,False,44324396
19065,3 bedrooms,3,1,False,44466661
19066,1 bedroom,1,1,False,44475635
19067,1 bedroom,1,,True,44338565
19068,1 bedroom,1,1,False,44339323
19069,1 bedroom,1,,True,44340470
19070,1 bedroom,1,1,False,44475869
19071,1 bedroom,1,,True,44343036
19072,2 bedrooms,2,2,False,44475971
19073,1 bedroom,1,1,False,44350115
19074,1 bedroom,1,,False,44353711
19075,2 bedrooms,2,2,False,44476787
19076,1 bedroom,1,1,False,44355095
19077,2 bedrooms,2,1,False,44477235
19078,1 bedroom,1,1,False,44477636
19079,1 bedroom,1,,True,44478543
19080,1 bedroom,1,,False,44375835
19081,1 bedroom,1,,True,44376319
19082,2 bedrooms,2,1,False,44478978
19083,1 bedroom,1,,True,44376501
19084,4 bedrooms,4,,True,44376631
19085,1 bedroom,1,,True,44486656
19086,2 bedrooms,2,1,False,44377502
19087,1 bedroom,1,1.5,False,44486696
19088,2 bedrooms,2,1,False,44486935
19089,1 bedroom,1,,True,44377677
19090,1 bedroom,1,1,False,44378348
19091,1 bedroom,1,,True,44491409
19092,1 bedroom,1,,True,44378635
19093,2 bedrooms,2,2,False,44496053
19094,2 bedrooms,2,1,False,44384403
19095,1 bedroom,1,1,False,44497672
19096,1 bedroom,1,,True,44392843
19097,5 bedrooms,5,2.5,False,44631837
19098,1 bedroom,1,1,False,44631955
19099,1 bedroom,1,1,False,44503706
19100,1 bedroom,1,1,False,44503810
19101,2 bedrooms,2,1.5,False,44632833
19102,Studio,2,1,False,44505052
19103,1 bedroom,1,,False,44635187
19104,Studio,1,1,False,44505444
19105,2 bedrooms,2,,True,44636829
19106,1 bedroom,1,1.5,False,44642468
19107,Studio,2,1,False,44506958
19108,1 bedroom,1,1,False,44511630
19109,1 bedroom,1,1,False,44643892
19110,2 bedrooms,2,1,False,44644295
19111,1 bedroom,1,,True,44516385
19112,1 bedroom,1,1,False,44518620
19113,1 bedroom,1,,False,44644486
19114,1 bedroom,1,1,False,44645897
19115,1 bedroom,1,,True,44520855
19116,2 bedrooms,2,1,False,44645950
19117,4 bedrooms,4,2,False,44648831
19118,1 bedroom,1,,True,44521574
19119,6 bedrooms,6,4.5,False,44651142
19120,1 bedroom,1,,True,44521731
19121,3 bedrooms,3,1,False,44659585
19122,1 bedroom,1,1,False,44522852
19123,4 bedrooms,4,,True,44662666
19124,Studio,1,1,False,44663787
19125,2 bedrooms,2,1,False,44667545
19126,2 bedrooms,2,1,False,44531911
19127,1 bedroom,1,,True,44677484
19128,1 bedroom,1,1,False,44532028
19129,1 bedroom,1,,True,44532220
19130,1 bedroom,1,,True,44677711
19131,1 bedroom,1,,True,44533446
19132,2 bedrooms,2,1,False,44684083
19133,1 bedroom,1,,True,44534901
19134,1 bedroom,1,,True,44539744
19135,Studio,1,1,False,44685047
19136,1 bedroom,1,2,False,44698756
19137,1 bedroom,1,,True,44540011
19138,1 bedroom,1,1,False,44699042
19139,1 bedroom,1,,True,44555814
19140,Studio,0,,True,44699326
19141,1 bedroom,1,1,False,44556100
19142,Studio,1,1,False,44558113
19143,1 bedroom,1,1,False,44702152
19144,1 bedroom,1,1,False,44560298
19145,2 bedrooms,2,1,False,44711827
19146,1 bedroom,1,,True,44562723
19147,1 bedroom,1,1,False,44570625
19148,Studio,1,1,False,44722548
19149,3 bedrooms,3,2,False,44739479
19150,1 bedroom,1,1,False,44572083
19151,3 bedrooms,3,3.5,False,44741503
19152,1 bedroom,1,,True,44575182
19153,3 bedrooms,3,1.5,False,44747618
19154,3 bedrooms,3,1,False,44575875
19155,1 bedroom,1,1,False,44747739
19156,Studio,1,1,False,44748353
19157,1 bedroom,1,,True,44579912
19158,1 bedroom,1,,True,44580140
19159,Studio,1,1,False,44580169
19160,3 bedrooms,3,2,False,44749327
19161,1 bedroom,1,,True,44594212
19162,Studio,1,1,False,44749512
19163,Studio,3,1,False,44594337
19164,2 bedrooms,2,2,False,44769471
19165,1 bedroom,1,1,False,44595060
19166,4 bedrooms,4,2.5,False,44625524
19167,2 bedrooms,2,2,False,44795562
19168,4 bedrooms,4,,True,44798876
19169,1 bedroom,1,,True,44630312
19170,Studio,1,1,False,44799074
19171,1 bedroom,1,1,False,44801335
19172,2 bedrooms,2,1,False,44631028
19173,Studio,2,1,False,44631766
19174,4 bedrooms,4,,True,44802224
19175,3 bedrooms,3,1.5,False,44804027
19176,Studio,2,,False,45089241
19177,1 bedroom,1,1,False,44804690
19178,1 bedroom,1,1,False,44848837
19179,1 bedroom,1,,True,45089745
19180,Studio,1,1,False,45091953
19181,1 bedroom,1,,True,44853757
19182,2 bedrooms,2,1,False,44857436
19183,2 bedrooms,2,1,False,45092503
19184,2 bedrooms,2,1,False,44866024
